CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C	C07318KEGGOSDD
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1	C07202KEGGOSDD
OC1=C(CC2=C(O)C3=C(OC2=O)C=CC=C3)C(=O)OC2=C1C=CC=C2	C00796KEGGOSDD
CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1	C07564KEGGOSDD
[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2	C07502KEGGOSDD
[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)CSCC#N)OC)C(O)=O	C08103KEGGOSDD
COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1	C01553KEGGOSDD
CN1C2=C(NC=N2)C(=O)N(C)C1=O	C07130KEGGOSDD
C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NCC(C)C2	C04931KEGGOSDD
N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O	C02465KEGGOSDD
CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C	C06965KEGGOSDD
CCN(CC)CC(=O)NC1=C(C)C=CC=C1C	C07073KEGGOSDD
NCCC(O)(P(O)(O)=O)P(O)(O)=O	C07395KEGGOSDD
CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1	C06913KEGGOSDD
[H][C@@](O)(CO)[C@@]([H])(O[C@@]1([H])O[C@]([H])(CO)[C@@]([H])(O[C@@]2([H])O[C@]([H])(C)[C@@]([H])(N[C@@]3([H])C=C(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O)[C@]([H])(O)[C@@]([H])(O)C=O	C06802KEGGOSDD
COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1	C07187KEGGOSDD
C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)[C@@H](NC(=O)C1=C(C)C(N)=NC(=N1)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@H](OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CN=CN1)C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C	C06854KEGGOSDD
OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl	C06900KEGGOSDD
CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1	C07522KEGGOSDD
CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O	C11372KEGGOSDD
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O	C01516KEGGOSDD
CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C	C07532KEGGOSDD
CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C	C07529KEGGOSDD
NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2	C07417KEGGOSDD
[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(F)C=CC=C1Cl)C(O)=O	C11748KEGGOSDD
[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H]	C07629KEGGOSDD
CO[C@]12[C@H]3N[C@H]3CN1C1=C([C@H]2COC(N)=O)C(=O)C(N)=C(C)C1=O	C06681KEGGOSDD
CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1	C07753KEGGOSDD
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O	C07422KEGGOSDD
CCCC(CCC)C(O)=O	C07185KEGGOSDD
[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](C)NC(=O)[C@@H](N)CNC1=O)=C/NC(N)=O.[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC1=O)=C/NC(N)=O	C01790KEGGOSDD
CN(C)CCC1=CNC2=CC=C(C[C@H]3COC(=O)N3)C=C12	C07218KEGGOSDD
CC(=O)NC1=CC=C(O)C=C1	C06804KEGGOSDD
[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O	C06174KEGGOSDD
[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=CC=C1)C(O)=O	C14034KEGGOSDD
[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O	C07798KEGGOSDD
CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12	C06824KEGGOSDD
OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O	C11736KEGGOSDD
CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O	C07949KEGGOSDD
O=N[Fe--](C#N)(C#N)(C#N)(C#N)C#N	C07269KEGGOSDD
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O	C07042KEGGOSDD
COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O	C01926KEGGOSDD
CC[C@@H](CO)NCCN[C@@H](CC)CO	C06984KEGGOSDD
CN(C)C(=N)NC(N)=N	C07151KEGGOSDD
[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N+]2(C)C(C)C	C07052KEGGOSDD
CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1	C07163KEGGOSDD
CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2	C07322KEGGOSDD
NC(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O	C08042KEGGOSDD
COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C	C07324KEGGOSDD
NC(=O)C1=NC=CN=C1	C01956KEGGOSDD
OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1	C07778KEGGOSDD
CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1	C07463KEGGOSDD
COC1=CC=C(C=C1)[C@@H]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O	C06958KEGGOSDD
CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12	C07408KEGGOSDD
[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C	C08151KEGGOSDD
NC1=NC(=S)C2=C(N1)N=CN2	C07648KEGGOSDD
CC(C)(C)C1=CC=C(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C=C1	C07777KEGGOSDD
C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O	C06840KEGGOSDD
ClC1=CC2=C(OC(=O)N2)C=C1	C07931KEGGOSDD
CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1	C07617KEGGOSDD
OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F	C07633KEGGOSDD
NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1	C07658KEGGOSDD
[H][C@@]1(CNC2=C(N1)C(=O)NC(N)=N2)[C@@H](O)[C@H](C)O	C00272KEGGOSDD
CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12	C06924KEGGOSDD
O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@H](O[C@]2(COS(=O)(=O)O[Al](O)O)O[C@H](OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]2OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O	C07314KEGGOSDD
CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O	C11368KEGGOSDD
[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]	C08153KEGGOSDD
NC[C@H](O)C1=CC(O)=C(O)C=C1	C00547KEGGOSDD
NC1=NC(=O)N(C[C@@H](CO)OCP(O)(O)=O)C=C1	C06909KEGGOSDD
CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1	C07570KEGGOSDD
CCSC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1	C07132KEGGOSDD
[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1	C07141KEGGOSDD
OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1	C07171KEGGOSDD
CC(N)COC1=C(C)C=CC=C1C	C07220KEGGOSDD
CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC	C06825KEGGOSDD
NC1=C2CCCCC2=NC2=CC=CC=C12	C01453KEGGOSDD
CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1	C07851KEGGOSDD
OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1	C07378KEGGOSDD
CNC[C@H](O)C1=CC(O)=CC=C1	C07441KEGGOSDD
CCOC(=O)N1C=CN(C)C1=S	C07615KEGGOSDD
[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1	C06956KEGGOSDD
COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C	C07267KEGGOSDD
[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	C07813KEGGOSDD
CCCC(C)(COC(N)=O)COC(=O)NC(C)C	C07927KEGGOSDD
[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	C00410KEGGOSDD
[H][C@@](C)(N)[C@]([H])(O)C1=CC=CC=C1	C16719KEGGOSDD
COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC	C06686KEGGOSDD
COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C	C07699KEGGOSDD
