C06846KEGGOSDD,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C
C07568KEGGOSDD,ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1
C07199KEGGOSDD,[H][C@@]12CC3=CN(C)C4=C3C(=CC=C4)C1=C[C@H](CN2C)C(=O)NC(CC)CO
C08187KEGGOSDD,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC
C07666KEGGOSDD,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1
C08080KEGGOSDD,CC(C)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1
C07443KEGGOSDD,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1
C14643KEGGOSDD,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C
C06973KEGGOSDD,[H][C@@]12[C@@H](C)C3=C(C(O)=CC=C3)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O
C07620KEGGOSDD,CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
C06922KEGGOSDD,ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1
C07458KEGGOSDD,NC1=CC=C(C=C1)S(N)(=O)=O
C08057KEGGOSDD,N[C@@H]1CONC1=O
C06873KEGGOSDD,ClCCNC(=O)N(CCCl)N=O
C07318KEGGOSDD,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C
C07202KEGGOSDD,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
C00796KEGGOSDD,OC1=C(CC2=C(O)C3=C(OC2=O)C=CC=C3)C(=O)OC2=C1C=CC=C2
C07564KEGGOSDD,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
C07502KEGGOSDD,[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2
C08103KEGGOSDD,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)CSCC#N)OC)C(O)=O
C01553KEGGOSDD,COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1
C07130KEGGOSDD,CN1C2=C(NC=N2)C(=O)N(C)C1=O
C04931KEGGOSDD,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NCC(C)C2
C02465KEGGOSDD,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O
C06965KEGGOSDD,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C
C07073KEGGOSDD,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C
C07395KEGGOSDD,NCCC(O)(P(O)(O)=O)P(O)(O)=O
C06913KEGGOSDD,CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
C06802KEGGOSDD,[H][C@@](O)(CO)[C@@]([H])(O[C@@]1([H])O[C@]([H])(CO)[C@@]([H])(O[C@@]2([H])O[C@]([H])(C)[C@@]([H])(N[C@@]3([H])C=C(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O)[C@]([H])(O)[C@@]([H])(O)C=O
C07187KEGGOSDD,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1
C06854KEGGOSDD,C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)[C@@H](NC(=O)C1=C(C)C(N)=NC(=N1)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@H](OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CN=CN1)C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C
C06900KEGGOSDD,OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl
C07522KEGGOSDD,CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1
C11372KEGGOSDD,CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
C01516KEGGOSDD,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O
C07532KEGGOSDD,CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C
C07529KEGGOSDD,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C
C07417KEGGOSDD,NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2
C11748KEGGOSDD,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(F)C=CC=C1Cl)C(O)=O
C07629KEGGOSDD,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H]
C06681KEGGOSDD,CO[C@]12[C@H]3N[C@H]3CN1C1=C([C@H]2COC(N)=O)C(=O)C(N)=C(C)C1=O
C07753KEGGOSDD,CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
C07422KEGGOSDD,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
C07185KEGGOSDD,CCCC(CCC)C(O)=O
C01790KEGGOSDD,[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](C)NC(=O)[C@@H](N)CNC1=O)=C/NC(N)=O.[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC1=O)=C/NC(N)=O
C07218KEGGOSDD,CN(C)CCC1=CNC2=CC=C(C[C@H]3COC(=O)N3)C=C12
C06804KEGGOSDD,CC(=O)NC1=CC=C(O)C=C1
C06174KEGGOSDD,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O
C14034KEGGOSDD,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=CC=C1)C(O)=O
C07798KEGGOSDD,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
C06824KEGGOSDD,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12
C11736KEGGOSDD,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O
C07949KEGGOSDD,CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O
C07269KEGGOSDD,O=N[Fe--](C#N)(C#N)(C#N)(C#N)C#N
C07042KEGGOSDD,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O
C01926KEGGOSDD,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O
C06984KEGGOSDD,CC[C@@H](CO)NCCN[C@@H](CC)CO
C07151KEGGOSDD,CN(C)C(=N)NC(N)=N
C07052KEGGOSDD,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N+]2(C)C(C)C
C07163KEGGOSDD,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
C07322KEGGOSDD,CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2
C08042KEGGOSDD,NC(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O
C07324KEGGOSDD,COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C
C01956KEGGOSDD,NC(=O)C1=NC=CN=C1
C07778KEGGOSDD,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
C07463KEGGOSDD,CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
C06958KEGGOSDD,COC1=CC=C(C=C1)[C@@H]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O
C07408KEGGOSDD,CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12
C08151KEGGOSDD,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C
C07648KEGGOSDD,NC1=NC(=S)C2=C(N1)N=CN2
C07777KEGGOSDD,CC(C)(C)C1=CC=C(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C=C1
C06840KEGGOSDD,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O
C07931KEGGOSDD,ClC1=CC2=C(OC(=O)N2)C=C1
C07617KEGGOSDD,CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1
C07633KEGGOSDD,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F
C07658KEGGOSDD,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1
C00272KEGGOSDD,[H][C@@]1(CNC2=C(N1)C(=O)NC(N)=N2)[C@@H](O)[C@H](C)O
C06924KEGGOSDD,CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12
C07314KEGGOSDD,O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@H](O[C@]2(COS(=O)(=O)O[Al](O)O)O[C@H](OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]2OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O
C11368KEGGOSDD,CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O
C08153KEGGOSDD,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
C00547KEGGOSDD,NC[C@H](O)C1=CC(O)=C(O)C=C1
C06909KEGGOSDD,NC1=NC(=O)N(C[C@@H](CO)OCP(O)(O)=O)C=C1
C07570KEGGOSDD,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1
C07132KEGGOSDD,CCSC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1
C07141KEGGOSDD,[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1
C07171KEGGOSDD,OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1
C07220KEGGOSDD,CC(N)COC1=C(C)C=CC=C1C
C06825KEGGOSDD,CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC
C01453KEGGOSDD,NC1=C2CCCCC2=NC2=CC=CC=C12
C07851KEGGOSDD,CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1
C07378KEGGOSDD,OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1
C07441KEGGOSDD,CNC[C@H](O)C1=CC(O)=CC=C1
C07615KEGGOSDD,CCOC(=O)N1C=CN(C)C1=S
C06956KEGGOSDD,[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1
C07267KEGGOSDD,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C
C07813KEGGOSDD,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
C07927KEGGOSDD,CCCC(C)(COC(N)=O)COC(=O)NC(C)C
