CHEMBL1743884; 0.809; OC[C@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)C2=CC(=O)NC(=O)N2)[C@H](O)[C@@H](O)[C@H]1O
CHEMBL1807153; 0.769; OC[C@H]1O[C@@H](N2C=C(I)C(=O)NC2=O)C(F)(F)[C@@H]1O
CHEMBL1807154; 0.766; OC[C@H]1O[C@@H](N2C=C(Br)C(=O)NC2=O)C(F)(F)[C@@H]1O
CHEMBL569168; 0.763; [H][C@]1(O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]2CO)S(N)(=O)=O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
CHEMBL103512; 0.762; OC(=O)CC[C@H](NC(=O)N[C@@H](CS)C(O)=O)C(O)=O
CHEMBL598619; 0.759; NC1=C2N=CN([C@H]3O[C@@H](COP(O)(=O)CP(O)(O)=O)[C@H](O)[C@@H]3O)C2=NC=N1
CHEMBL331696; 0.753; N[C@@H](CN1N=C(Cl)C(=O)NC1=O)C(O)=O
CHEMBL570125; 0.752; [H][C@@]1(O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]2CO)S(N)(=O)=O)O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
CHEMBL1688315; 0.751; NS(=O)(=O)OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
CHEMBL1277062; 0.751; OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](OS(O)(=O)=O)[C@H](O)CN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
CHEMBL489798; 0.750; OC[C@H]1O[C@@]2(NC(=S)NC2=O)[C@H](O)[C@@H](O)[C@@H]1O
CHEMBL374140; 0.749; [H][C@]12O[C@@H](CP(O)(O)=O)O[C@@]1([H])[C@@H](O[C@@H]2CO)N1C=C(C)C(=O)NC1=O
CHEMBL2337524; 0.749; NS(=O)(=O)OC[C@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O
CHEMBL2113495; 0.748; CON=C1NC(=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)[N+]([O-])=O
CHEMBL569170; 0.746; NS(=O)(=O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
CHEMBL510975; 0.746; OC[C@H]1O[C@@]2(NC(=O)NC2=O)[C@H](O)[C@@H](O)[C@@H]1O
CHEMBL1688316; 0.746; [H][C@]1(O[C@H]2O[C@H](COS(N)(=O)=O)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H](O)O[C@@H]1CO
CHEMBL569412; 0.744; NS(=O)(=O)[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
CHEMBL1807501; 0.744; NS(=O)(=O)N[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
CHEMBL139422; 0.744; OC(=O)C(=O)NC1=C(C(O)=O)C2=C(CS(=O)CC2)S1
CHEMBL480283; 0.743; OC[C@H]1O[C@@H](OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O
CHEMBL1807500; 0.741; NS(=O)(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
CHEMBL2337522; 0.740; NS(=O)(=O)OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
