ZINC82427759; 0.892; CCCc1nc(sc1c1nnc(s1)NC)CSC
ZINC05418172; 0.866; Cc1ccc[n+](c1)/N=c/1\cc(cc(o1)c1ccccc1)c1ccccc1
ZINC82430163; 0.862; CSCc1nc(c(s1)c1nnc(s1)NC)C(C)C
ZINC82436082; 0.858; CSCc1nc(c(s1)c1nnc(s1)NC)C1CC1
ZINC82423553; 0.853; CSCc1nc(c(s1)c1nnc(s1)NC)CC
ZINC82422994; 0.851; CCc1nc(sc1c1nnc(s1)NC)c1ccccn1
ZINC82423554; 0.849; CCNc1nnc(s1)c1sc(nc1CC)CSC
ZINC95360710; 0.845; CCCCn1ccnc1[C@@H]1CCCN(C1)c1nnc(s1)C(C)C
ZINC15781066; 0.844; c1ccc(cc1)CNc1cccc2c1cc[n+](c2)Cc1ccccc1
ZINC04861827; 0.844; CCCNC(=S)N1CCC[C@@H](C1)c1nc2c([nH]1)ccc(c2)C
ZINC04123930; 0.843; CN(c1ccc(cc1)CN=Nc1nncc(n1)c1ccccc1)C
ZINC82423591; 0.842; CCSCc1nc(c(s1)c1nnc(s1)NC)CC
ZINC82421419; 0.840; CNc1nnc(s1)c1sc(nc1C)c1cccs1
ZINC13556103; 0.838; CCNC(=S)N1CCC[C@H](C1)c1nc2c([nH]1)ccc(c2)C
ZINC12735502; 0.837; O=S(=O)(c1ccccc1)Nc1cccc(c1)c1nnc2n1CCC2
ZINC95930559; 0.836; S=C(Nc1ccccc1)NNC(=S)Cc1nc2c([nH]1)cccc2
ZINC31415123; 0.836; CC[n+]1c(/C=C\C=C/c2ccc(cc2)N(C)C)sc2c1cccc2
ZINC16693717; 0.836; CC[n+]1c(/C=C\C=C/c2ccc(cc2)N(C)C)sc2c1cccc2
ZINC05418192; 0.836; Cc1ccc[n+](c1)N=c1cc(oc(c1)c1ccccc1)c1ccccc1
ZINC15870520; 0.835; CCS(=O)(=O)[N-]c1cccc(c1)CCc1[nH]c2c([n+]1C)cccc2
ZINC05531800; 0.835; N#C[C@@H](C(=S)Nc1ccc(cc1)C)c1nnc([nH]1)Cc1ccccc1
ZINC02961111; 0.834; CCc1ccc(s1)S(=O)(=O)NCCc1nc2n(c1)cccc2
ZINC82420310; 0.833; CCSCc1nc(c(s1)c1nnc(s1)NC)C
ZINC05809541; 0.832; CC[n+]1c(/C=C/C=C\c2ccc(cc2)N(C)C)sc2c1cccc2
ZINC00067591; 0.832; S=C(Nc1ccccc1C)Nc1cc(ccc1C)NS(=O)(=O)C
ZINC95080933; 0.831; Cc1ccc(cc1)NC(=S)N=NC=C1CNc2c1cccc2
ZINC77319984; 0.831; CNS(=O)(=O)CC[n+]1cc[nH]c1c1ccc(s1)c1ccccc1
ZINC95435985; 0.830; C[C@H](c1nc2c(s1)cccc2)CNS(=O)(=O)c1c[nH]cn1
ZINC05342445; 0.830; ClC(Cn1ccc(=[N+](C)C)cc1)Cn1ccc(=[N+](C)C)cc1
ZINC65396523; 0.829; Cc1[nH]cc(n1)c1[n+](CCNc2ccccc2)c[nH]c1c1ccccc1
ZINC75165948; 0.828; CCS(=O)(=O)N[C@H]1CCC[C@@H](C1)OC(=O)Nc1ccccc1
ZINC32934873; 0.827; Cc1ccc(cc1)[C@@H]1ON=C(C1)c1cccc(c1)NS(=O)(=O)C
ZINC18173127; 0.827; Fc1cccc(c1CNc1ccc(cc1)CNc1[nH]cnn1)Cl
ZINC15974316; 0.827; C(=CCc1ccccc1)N=Nc1nncc(n1)c1ccccc1
ZINC03034038; 0.827; C(=CCc1ccccc1)N=Nc1nncc(n1)c1ccccc1
ZINC71797408; 0.826; O=S(=O)(c1ccccc1c1ccccc1)NN=c1nccc[nH]1
ZINC26128751; 0.826; O=c1oc2c(n1CCSc1[nH]cc(n1)c1ccccc1)cccc2
ZINC71746141; 0.824; CN(S(=O)(=O)NCc1ccccc1)Cc1cnc2c(n1)cccc2
ZINC65496623; 0.824; c1ccc(cc1)NCC[n+]1c[nH]c(c1c1nnsc1)c1ccccc1
ZINC44974003; 0.824; Clc1ccc2c(c1)nc(n2C)c1csc(n1)c1ncccn1
ZINC08627727; 0.824; N(C=NN=c1cccc[nH]1)NC=NN=c1cccc[nH]1
ZINC05531799; 0.824; N#C[C@H](C(=S)Nc1ccc(cc1)C)c1nnc([nH]1)Cc1ccccc1
ZINC82419633; 0.823; CNc1nnc(s1)c1sc(nc1C)c1ccccn1
ZINC75261220; 0.823; CSc1nncc(n1)C(=NN=C(c1cnnc(n1)SC)C)C
ZINC72289857; 0.823; Clc1ccc(cc1)S(=O)(=O)NCc1cccc(c1)c1nnc[nH]1
ZINC28628298; 0.823; O=S(=O)(c1ccccc1)NC(=Nc1scnn1)c1ccccc1
ZINC14199450; 0.822; c1ccc(cc1)c1sc2c(c1)c(ncn2)NCc1nnc2n1CCC2
ZINC08938312; 0.822; CSCC[C@@H](c1nnc2n1cccc2)NC(=O)Nc1ccccc1
ZINC71754128; 0.821; CN(S(=O)(=O)NCc1ccccc1)CCn1ccc2c1cccc2
ZINC96009696; 0.820; c1ccc(cc1)Cc1nnc(s1)NCCc1nnc2n1cccc2
